D_vals,q1,q2,m_vals
0.0018159682147447253,0.1500114017825509,0.15004338319221913,0.15
0.0006964017074310348,0.4500342053476527,0.45007844854682993,0.44999999999999996
0.00033641575553712105,0.7500570089127545,0.7501121968413208,0.75
