D_vals,q1_0,q1_1,q2_00,q2_01,q2_10,q2_11,fircon,seccon,ICphi,ICn,m_vals
0.0018787196079994824,0.11111955687596364,0.0,0.09986764115691595,0.001393164112110129,0.199967353890672,1.0,0.0,0.0,0.05555977843798171,1.1102230246251565e-16,0.1
0.0017506805659640078,0.1337310946123516,0.0,0.11710764235591861,0.006051458539347632,0.2355824378557756,1.0,0.0,1.0408340855860843e-17,0.06686554730617578,0.0,0.11794871794871796
0.0016290211339813217,0.15728198406479127,0.0,0.13531441558360577,0.003597398406312846,0.27159678287224814,1.0,0.0,0.0,0.0786409920323955,0.0,0.13589743589743591
0.0015144298903156921,0.18183200216066778,0.0,0.15366862560408465,0.00109623097329703,0.30765841883823625,1.0,0.0,6.938893903907228e-18,0.09091600108033387,0.0,0.15384615384615385
0.0014079284813230993,0.2074461077281922,0.0,0.17043742383589333,0.005890459869210607,0.34313792786440767,1.0,0.0,6.938893903907228e-18,0.10372305386409608,0.0,0.1717948717948718
0.001306851031950604,0.23419501544111326,0.0,0.1888689930896857,0.003363478053636959,0.37922568667516626,1.0,0.0,0.0,0.11709750772055655,0.0,0.18974358974358976
0.0012121462041547932,0.26215584777533174,-1.3364811474065942e-16,0.20750292900523698,0.0007863688433077942,0.41536374610672716,1.0,0.0,2.7754841329205812e-17,0.13107792388766593,2.220446049250313e-16,0.2076923076923077
0.001124931873031974,0.2914128776349776,-1.2301701470447059e-16,0.22361828440195836,0.005724208395762154,0.4506999683079601,1.0,0.0,-1.3878579531011397e-17,0.1457064388174889,0.0,0.22564102564102567
0.0010422734703242947,0.32205837670830145,-1.139526030946675e-16,0.24235918911051002,0.0031193485046158154,0.48686606495143253,1.0,0.0,2.775472741339773e-17,0.16102918835415064,0.0,0.2435897435897436
0.000965260731222443,0.3541935875421341,0.0,0.2613949105055452,0.00046106329165590543,0.523085749761143,1.0,0.0,-2.7755575615628914e-17,0.17709679377106702,0.0,0.26153846153846155
0.000895013758347615,0.38792984090861327,0.0,0.27654299720818126,0.005550921633340089,0.5582702412784925,1.0,0.0,0.0,0.1939649204543067,0.0,0.2794871794871795
0.0008285501549784172,0.4233898444471024,0.0,0.29573564036983047,0.002862774322780093,0.5945200528308905,1.0,0.0,0.0,0.21169492222355135,-2.220446049250313e-16,0.2974358974358975
0.0007669994280818574,0.46070917401382677,0.0,0.31539715632693227,0.00011758962902663761,0.630827054273499,1.0,0.0,2.7755575615628914e-17,0.23035458700691347,0.0,0.3153846153846154
0.0007114305375678393,0.5000380059418364,0.0,0.32885906040268453,0.005496449926421398,0.6658292544753404,1.0,0.0,5.551115123125783e-17,0.25001900297091806,2.220446049250313e-16,0.33333333333333337
0.0006589114628399158,0.541543136869815,1.5803645684661912e-16,0.348993288590604,0.002472164564047752,0.7022108970869871,1.0,0.0,-8.326439291907703e-17,0.27077156843490724,0.0,0.35128205128205137
0.0006107120097638501,0.585410348419711,0.0,0.36912751677852346,0.00020557558689004996,0.7385069700275901,1.0,0.0,0.0,0.29270517420985565,-2.220446049250313e-16,0.36923076923076925
0.000567243367059535,0.6318471874244127,0.0,0.3825503355704698,0.0034554341923741516,0.7737758226043068,1.0,0.0,-5.551115123125783e-17,0.31592359371220646,0.0,0.38717948717948725
0.0005267494685663313,0.6810862494725013,0.0,0.40268456375838924,0.0015408040660841449,0.8100326042114894,1.0,0.0,0.0,0.3405431247362507,0.0,0.40512820512820513
0.000489835317182018,0.7333890753813601,1.3121814901810195e-16,0.4228187919463087,0.00022066521767771796,0.8461981011782825,1.0,0.0,-5.550843059746753e-17,0.36669453769068006,-2.220446049250313e-16,0.42307692307692313
0.0004565234630369992,0.7890507983669348,0.0,0.436241610738255,0.0017386530005387701,0.8817615606403713,1.0,0.0,0.0,0.3945253991834674,0.0,0.4410256410256411
