D_vals,q1_0,q1_1,q2_00,q2_01,q2_10,q2_11,fircon,seccon,ICphi,ICn,m_vals
0.0018555275422536147,0.11111955687596364,0.0,0.11430336773957421,0.0,0.23591850805677944,0.0,0.0,6.938893903907228e-18,0.0323628554240884,-0.02319692301389331,0.1
0.00172399715119651,0.1337310946123516,0.0,0.13659900965069197,0.0,0.2654089257528081,0.0,0.0,2.0816681711721685e-17,0.053519190732861044,-0.013346356573314622,0.11794871794871796
0.0016002123692201663,0.15728198406479127,0.0,0.15963856319973277,0.0,0.29489946754005664,0.0,0.0,-1.3877787807814457e-17,0.07555380180355648,-0.0030871902288390762,0.13589743589743591
0.0014870789702503557,0.18183200216066778,0.0,0.1704279546748214,0.0,0.3833701540694745,0.0,0.0,6.938893903907228e-18,0.028816547623678246,-0.06209945345665557,0.15384615384615385
0.001376562412465986,0.2074461077281922,0.0,0.20071788710845584,0.0,0.3833709871116389,0.0,0.0,0.0,0.08687791715702936,-0.016845136707066555,0.1717948717948718
0.001274598412625289,0.23419501544111326,0.0,0.22549262796765357,0.0,0.41286194592288655,0.0,0.0,-2.7755575615628914e-17,0.11111395571769506,-0.005983552002861492,0.18974358974358976
0.0011811312777897792,0.26215584777533174,0.0,0.24101957511231623,0.0,0.47184321663947276,0.0,-2.7755575615628914e-17,0.0,0.09922543909182152,-0.03185248479584435,0.2076923076923077
0.0010939015660240776,0.2914128776349776,0.0,0.2668483212124287,0.01285614092312748,0.48847972553789343,0.0,-2.7755575615628914e-17,1.3877787807814457e-17,0.1395980974612696,-0.006108341356219071,0.22564102564102567
0.0010097871046004113,0.32205837670830145,0.0,0.29422847103097294,0.0,0.530825797418573,0.0,-2.7755575615628914e-17,-2.7755575615628914e-17,0.15173149491325144,-0.009297693440899257,0.2435897435897436
0.0009349384645434818,0.3541935875421341,0.0,0.3073349008260666,0.0,0.5898076214430397,0.0,0.0,-5.551115123125783e-17,0.13996160959573767,-0.03713518417532935,0.26153846153846155
0.0008638811631561073,0.38792984090861327,0.0,0.3364661011002736,0.0,0.6192992200099324,0.0,0.0,5.551115123125783e-17,0.16853640138229065,-0.02542851907201582,0.2794871794871795
0.000799979322887946,0.4233898444471024,0.0,0.3464909536914219,0.0,0.6782814081522084,0.0,0.0,2.7755575615628914e-17,0.15659356122412782,-0.05510136099942353,0.2974358974358975
0.0007375647598833136,0.46070917401382677,0.0,0.40312020689320155,0.0,0.6782826947974999,0.0,0.0,0.0,0.23018009557039198,-0.0001744914365211514,0.3153846153846154
0.0006836559044214967,0.5000380059418364,0.0,0.41025641025641024,0.0,0.7399623718070185,0.0,0.0,0.0,0.21520725005267516,-0.03481175291824301,0.33333333333333337
0.0006318059671431109,0.541543136869815,0.0,0.4615384615384615,0.0,0.759427200383372,0.0,5.551115123125783e-17,5.551115123125783e-17,0.2644829802122053,-0.006288588222702396,0.35128205128205137
0.0005857250154376881,0.585410348419711,0.0,0.48717948717948717,0.0,0.8051289217234587,0.0,0.0,5.551115123125783e-17,0.2749661747529153,-0.017738999456940352,0.36923076923076925
0.0005428658326580404,0.6318471874244127,0.0,0.5384615384615384,0.0,0.8364087470249268,0.0,0.0,5.551115123125783e-17,0.3095981639600853,-0.006325429752120915,0.38717948717948725
0.0005041089616662922,0.6810862494725013,0.0,0.5897435897435898,0.0,0.8740047758939524,0.0,0.0,0.0,0.33570193836947815,-0.004841186366772554,0.40512820512820513
0.00046912282232291873,0.7333890753813601,0.0,0.641025641025641,0.0,0.9171133236035932,0.0,5.551115123125783e-17,0.0,0.3538747283265494,-0.012819809364130741,0.42307692307692313
0.00043699125644462787,0.7890507983669348,0.0,0.7435897435897436,0.0,0.9513515928182484,0.0,0.0,0.0,0.38908426748494584,-0.005441131698521673,0.4410256410256411
0.00040809539356600794,0.8484057162425471,0.0,0.8974358974358974,0.0,0.9897923111976736,0.0,0.0,0.0,0.41886241525616885,-0.005340442865104711,0.458974358974359
0.0003908360897970518,0.8884536515829313,0.025642974663683704,0.8717948717948718,0.05128205128205128,1.0,0.7477912714213357,7.28583859910259e-17,-3.469446951953614e-18,0.43029759110771004,-0.0011077473519136571,0.476923076923077
0.000377710306594268,0.9044029845851567,0.07692892399105178,0.9487179487179487,0.07692307692307693,1.0,0.8254933401508642,-6.938893903907228e-18,-7.632783294297951e-17,0.41186719221669676,-0.0018698380803559012,0.4948717948717949
0.0003636013767464144,0.9487179487179487,0.09879396060162171,0.7435897435897436,0.1282051282051282,1.0,0.9836608186467722,3.469446951953614e-17,1.5265566588595902e-16,0.42403812918126027,-0.0009238648769034352,0.5128205128205129
0.00035249031439138343,0.9743589743589743,0.13868619397211557,0.1282051282051282,0.1794871794871795,1.0,0.946982714396263,5.551115123125783e-17,9.71445146547012e-17,0.4172584333813789,-0.0005779568120505285,0.5307692307692308
0.00034205843599287945,0.9743589743589743,0.1987340516632079,1.0,0.1794871794871795,1.0,0.9257507835267608,4.163336342344337e-17,8.326672684688674e-17,0.3832658313854087,-0.004546629962474347,0.5487179487179488
0.0003313918063622581,1.0,0.23537012953073178,0.0,0.20512820512820512,1.0,0.9715351200558635,5.551115123125783e-17,8.326672684688674e-17,0.3705438642731349,-0.011771070961499097,0.5666666666666668
0.0003233511011027379,1.0,0.2895496960941991,0.0,0.2564102564102564,1.0,0.8894073484356322,2.7755575615628914e-17,-2.7755575615628914e-17,0.3546664664362864,-0.0005586855166141991,0.5846153846153846
0.00031563123172013096,1.0,0.34050154379856656,0.0,0.28205128205128205,1.0,0.8946577174436315,0.0,-2.7755575615628914e-17,0.31845870214592864,-0.011290525954788189,0.6025641025641026
0.0003080479965678682,1.0,0.3885057639497884,0.0,0.3333333333333333,1.0,0.861799820376657,2.7755575615628914e-17,-1.6653345369377348e-16,0.3050066858981606,-0.0007404321269453007,0.6205128205128205
0.0003007654826971403,1.0,0.433810951642709,0.0,0.358974358974359,1.0,0.877575147951901,0.0,-5.551115123125783e-17,0.27223084863032243,-0.010863675548322904,0.6384615384615385
0.0002936257256925024,1.0,0.4766385118836727,0.0,0.41025641025641024,1.0,0.8645137299859701,5.551115123125783e-17,-3.3306690738754696e-16,0.2607786803046108,-0.0009020637535528397,0.6564102564102564
0.0002867678007030394,1.0,0.5171862780433686,0.0,0.4358974358974359,1.0,0.8833599654013542,5.551115123125783e-17,-1.1102230246251565e-16,0.2309247525878111,-0.010482108390504452,0.6743589743589744
0.00028005778570809614,1.0,0.5556315674392285,0.0,0.48717948717948717,1.0,0.8805712950118468,0.0,-5.551115123125783e-17,0.22113735542541746,-0.0010468608549683012,0.6923076923076924
0.00027361191414220366,1.0,0.5921337736165248,0.0,0.5128205128205128,1.0,0.9003011412457972,0.0,-5.551115123125783e-17,0.19379401352342507,-0.01013909966831239,0.7102564102564103
